Venue ID,Venue Name,Venue Rating
5612b1cc498e3dd742af0dc8,Impact Kitchen,8.8
53a22c92498ec91fda7ce133,Cluny Bistro & Boulangerie,8.3
51ddecee498e1ffd34185d2f,El Catrin,7.9
4a8355bff964a520d3fa1fe3,Mercatto,8.3
52d884c5498ecf5c7cafe5ab,Nando's,8.1
4afca145f964a5208e2422e3,Tokyo Sushi,8.2
4fb593c0e4b05a76e2ab2951,Como En Casa,8.2
4c792e4981bca093af5efc14,Crown Princess Fine Dining 伯爵名宴,7.3
4e7f58dbf790b7f027d71d70,Gallery Grill,
509e9ef6e4b0ab175389a6c5,Hokkaido Ramen Santouka らーめん山頭火,8.0
4ad4c061f964a52095f720e3,Salad King,8.0
4df909dfe4cd2129701c0690,JOEY Eaton Centre,7.8
4b2bd898f964a52042bc24e3,Kinka Izakaya Original,8.6
4adf8077f964a5202d7b21e3,Kabul Express,7.5
560b1653498e1a2dfa4af722,Kinton Ramen,8.5
4e5d8181a8092f63968617ee,Crepe Delicious,8.1
4adc9148f964a520512d21e3,Chipotle Mexican Grill,7.5
539c6f13498e06f4cc765165,The Elm Tree Restaurant,8.3
4e8363c6e5fa5681e8c00e54,Bourbon St. Grill,7.6
4ad9ffbbf964a520091d21e3,Jack Astor's Bar & Grill,7.3
52f6816f11d24a43115dc834,Scaddabush Italian Kitchen & Bar,7.9
4fe4a773e4b0ef61f5212ecd,Spring Sushi,7.2
4d306dd82748b60c62b6dba0,Trattoria Mercatto,7.7
58e91d60e0adac258fcea481,GB Hand-Pulled Noodles,7.8
4c4e2474f53d0f47f18b13a6,Ethiopiques,7.2
4ae3398ff964a520ed9121e3,Red Lobster,7.7
599cb69eb5461876d54ab713,Katsuya,7.3
5a62412b1108ba191da5ba06,KAKA,7.7
4c9cd4d37c096dcb9034c5d1,Paramount Fine Foods,7.0
4aea2b14f964a520ebb921e3,Fine Asian Bowl,6.7
574ad72238fa943556d93b8e,Gyu-Kaku Japanese BBQ,8.9
4af618daf964a520220122e3,GEORGE Restaurant,8.6
4b72f550f964a5202e922de3,Mystic Muffin,8.9
4b49183ff964a520a46526e3,Terroni,8.3
506db1a9e4b0a3f3b31412f0,Richmond Station,9.0
529e7344498e18bff5e60191,The Carbon Bar,8.0
4b999927f964a5207c8635e3,NAMI,7.9
50b7c53616485cd9efad60d5,Sukhothai,8.4
5214e7c111d2a83379eae21f,The Chase,8.0
57d0a3fb498e0fb29e892eed,Leña,7.8
5b5bca904aa3f8002c97f85d,Fresh On Front,8.5
534effeb498e6464d5c4885c,Market Street Catch,8.1
561ffc99498e1468dac63cdd,Schnitzel Queen,8.2
4b86b209f964a520cf9631e3,Buster's Sea Cove,7.9
54593679498e9c3b842c216d,Loaded Pierogi,7.5
4b0f3cd2f964a520b66023e3,Biff's Bistro,7.8
4d3997e1687ca35dbd0081c4,The Gabardine,7.7
4ba90db8f964a5203f073ae3,Sweet Lulu,7.4
4ad4c061f964a520acf720e3,The Sultan's Tent and Cafe Moroc,7.1
4dfe1cf0a809d61e2fc568ce,Bannock,7.2
4ad4c060f964a52057f720e3,Jump,7.1
4ad4c05df964a52055f620e3,Bier Markt Esplanade,7.0
4ba5616ff964a520390139e3,Berber SOCIAL,6.7
4c11888fd917c92837f4b562,"Oliver & Bonacini Café Grill, Yonge and Front",6.3
4b56a44ff964a5206e1728e3,The Keg Steakhouse + Bar - Esplanade,8.5
5b5bca904aa3f8002c97f85d,Fresh On Front,8.5
50b7c53616485cd9efad60d5,Sukhothai,8.4
4b0f3cd2f964a520b66023e3,Biff's Bistro,7.8
534effeb498e6464d5c4885c,Market Street Catch,8.1
4b86b209f964a520cf9631e3,Buster's Sea Cove,7.9
54593679498e9c3b842c216d,Loaded Pierogi,7.5
5a4fdf56772fbc5e9fa73c7f,Chotto Matte,7.9
50fd7b1b582f9d035e57a426,The Works Gourmet Burger Bistro,7.7
4b75f350f964a5207c312ee3,Alexandro's World Famous Gyros,7.4
4b3d5882f964a520d29225e3,Oyshi Sushi,7.0
4b9137f3f964a520e2aa33e3,European Delight,7.3
4ada4b1ef964a520022121e3,The Old Spaghetti Factory,6.6
4b744336f964a520d8d02de3,Somethin' 2 Talk About,8.0
4a8355bff964a520d3fa1fe3,Mercatto,8.3
539c6f13498e06f4cc765165,The Elm Tree Restaurant,8.3
4ae7b27df964a52068ad21e3,Japango,8.3
5a62412b1108ba191da5ba06,KAKA,7.7
504bbf2ce4b0168121235cbe,Sansotei Ramen 三草亭,7.9
52f6816f11d24a43115dc834,Scaddabush Italian Kitchen & Bar,7.9
4aeb711ef964a52017c221e3,Vegetarian Haven,8.7
52d884c5498ecf5c7cafe5ab,Nando's,8.1
4ae3398ff964a520ed9121e3,Red Lobster,7.7
4ad4c061f964a52095f720e3,Salad King,8.0
4df909dfe4cd2129701c0690,JOEY Eaton Centre,7.8
4b8c0fa3f964a52085bb32e3,Lebanon Express,7.8
57c07e5f498ed3724a049dc1,Colaba Junction,7.0
4ba8f061f964a520e8fb39e3,Midi Bistro,7.0
59f25bd825ecca5f1cf24d0c,Omai,6.6
5ab3d9f875a6ea3a7ddc4d2b,Thai Express,6.3
54fb2f8d498e724a96c14f91,Tosto,6.2
4c45cd36f0bdd13a8371cbcc,Teriyaki Experience,
552db032498e660b6506230c,Mo'Ramyun,5.7
4b003cf6f964a520d73b22e3,Vinny’s Panini,7.7
4f737b84e4b060af1b23c5b7,Actinolite,7.9
4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,8.7
5aff06ca6e4650002cc6286b,Rosalinda,8.6
50468014e4b01c18bb731df8,Bosk at Shangri-La,8.5
50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,8.3
509bb871e4b09c7ac93f6642,JaBistro,8.6
55fc571f498ec35023360858,Cactus Club Cafe,7.9
5b1a76586f0aa2002c5d9a0c,Kojin,7.6
529612de11d2ab526191ccc9,Pai,9.2
506db1a9e4b0a3f3b31412f0,Richmond Station,9.0
5321f4d9e4b07946702e6e08,Byblos Toronto,9.0
4ad4c05df964a52059f620e3,Canoe,8.6
4afa1f33f964a520e91622e3,Fune Japanese Restaurant,7.6
52ec621e498ec68fa15ee922,Copacabana Grilled Brazilian,8.1
50e44770e4b0e03a48c0d8a8,Kupfert & Kim (First Canadian Place),7.7
4ac4e289f964a520699f20e3,Yuzu No Hana,7.9
5578720f498ee3b165b1f32b,The Burger's Priest,7.6
5214e7c111d2a83379eae21f,The Chase,8.0
4b50d070f964a5206d3327e3,Thai Island,7.1
57d0a3fb498e0fb29e892eed,Leña,7.8
4ae7199ff964a52068a821e3,Bymark,7.7
5632426a498e0433cad5aa04,Ruby Thai (First Canadian Place),7.1
4ee117150cd686aafce847f4,The Fifth & Terrace,7.4
4bd5ba4c637ba593dcddf670,Bardi's Steak House,7.6
5a5659ab17556229a036b74a,Parallel,8.6
4c9fbdd77c096dcbfe43e1d1,e11even,7.7
56201ed4498e7f700c462170,Miku,8.5
54b9b9aa498e6f9349fd2125,Taverna Mercatto,7.6
4ae33054f964a520759121e3,Pearl Harbourfront,7.7
5c893d57a87921002c566a2d,Steam Whistle's Biergarten,7.7
501d4d55e4b0825080212f3c,Gonoe Sushi Japanese Restaurant,7.5
5481b06c498ee191fa045a00,Kupfert & Kim,7.2
5526b50e498e3acfe3916daf,Buster's Sea Cove,7.0
5a23467c47f8762eb7bdfc90,Amano Pasta,7.6
4be81c74ee96c92873a7fdbf,Sushi Shop,7.1
50b79b94e4b0a577af25a83f,Indian Roti House,7.1
59a0c566fc9e941199511d9f,Kellys Landing,7.2
4f15c767e4b0380207013250,Chipotle Mexican Grill,7.0
4af369d0f964a52060ed21e3,Foxley Bistro,8.9
54e000c9498e4adcc4e449be,La Cubana,8.9
50bafbe4e4b0e225612debb6,OddSeoul,8.8
53e7ff72498ec1fa4deab5d0,Mamakas Taverna,9.1
4ada6d8df964a520832221e3,Union Restaurant,8.8
585611615d6ec60f2379600d,La Banane,8.2
51049684e4b06b57cac4e3e8,Bazara,8.1
54c46166498edeaa806cabc8,Hanmoto,8.9
4ae86cb3f964a5203eaf21e3,Pho Rua Vang (Golden Turtle),8.0
54835826498ee8517125b280,Veghed,8.0
56aabee1498ebfd21c627b88,Ufficio,8.3
524610aa498eb8e8363a8387,Soos,7.6
4ad87544f964a520841121e3,Pho Tien Thanh,7.8
57a7b76d498e40fabea0bc23,Montgomery's,8.4
5af9ee1eff03060039db2be2,Founder Restaurant & Bar,8.4
4e7dfa0fe5e871fe304ad004,The County General,7.4
4bce4183ef10952197da8386,Pantheon,8.8
4afdfadff964a520a52c22e3,Mezes,8.6
4e3dbb5e45dd68e3273e03b7,Cafe Fiorentina,8.7
4aeb268bf964a52006bf21e3,Messini Authentic Gyros,8.0
4af4e0d0f964a5202ff721e3,7 Numbers,8.2
5916090a69e77b035ceb1a86,Rikkochez,7.9
4ae29e2af964a520338f21e3,Alexandros,7.6
4ad4c05ff964a52042f720e3,Astoria Shish Kebob House,7.3
4b64ce4af964a52084d12ae3,Christina's On The Danforth,7.5
5269ba3c498ea63de3eb987b,Simone's Caribbean Restaurant,8.0
4bbe3c929474c9b6d54cd9b6,Athen's Pastries,7.1
4c1d5337eac020a1cb1048c2,Sher-E-Punjab,7.0
4b76b3d2f964a52064592ee3,Carrot Commons,6.7
4af6e7a0f964a520060422e3,IL FORNELLO on Danforth,7.0
4d28fa67ebacb1f7f37ff64f,Factory Girl,6.9
4ad89921f964a520b01221e3,Katsu Japanese Restaurant,6.6
4ad4c05df964a52059f620e3,Canoe,8.6
4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,8.0
5a4fdf56772fbc5e9fa73c7f,Chotto Matte,7.9
4ae7199ff964a52068a821e3,Bymark,7.7
4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,8.7
55fc571f498ec35023360858,Cactus Club Cafe,7.9
50468014e4b01c18bb731df8,Bosk at Shangri-La,8.5
50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,8.3
5aff06ca6e4650002cc6286b,Rosalinda,8.6
595e825350a6f05c631431b0,Buster's Sea Cove,7.3
4ad4c060f964a5207cf720e3,John & Sons Oyster House,7.9
4d5effa95b276dcbc3b201c6,TOCA,8.4
5a6bad222632ec473853718a,Tachi,7.8
5214e7c111d2a83379eae21f,The Chase,8.0
50bd1248e4b0382138bdd292,iQ Food Co,7.1
59a0c566fc9e941199511d9f,Kellys Landing,7.2
4b0f3cd2f964a520b66023e3,Biff's Bistro,7.8
4e048b98315168be7fd7ee4d,Estiatorio Volos,7.8
581cad6a7c74e15859a6f890,Scaddabush Italian Kitchen & Bar,7.6
4ad4c060f964a52057f720e3,Jump,7.1
4d3997e1687ca35dbd0081c4,The Gabardine,7.7
506a3830e4b0677a1f9d8eda,Ninki Izakaya,7.6
4ad4c05cf964a52006f620e3,Victoria's Restaurant,7.8
4ba90db8f964a5203f073ae3,Sweet Lulu,7.4
4d7a6212e8b7a1cdb919971f,Szechuan Express,6.8
5321ff4f498e273e359a05e0,Kupfert & Kim (Brookfield Place),6.8
4b632632f964a52085662ae3,Caffino,8.1
4ce8ba46f865370410eab2c4,Vogue Supper Club,7.0
4c1169396e5dc9b61b10b02d,The Burger's Priest,7.4
4fd52f42e4b0b916eb02ab1b,O Sushi,7.4
4ba0153bf964a520995837e3,Casa di Giorgio,7.1
4b1b0a31f964a520ebf623e3,Harvey's,6.1
4ad4c05df964a52059f620e3,Canoe,8.6
4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,8.0
55fc571f498ec35023360858,Cactus Club Cafe,7.9
5a4fdf56772fbc5e9fa73c7f,Chotto Matte,7.9
50e44770e4b0e03a48c0d8a8,Kupfert & Kim (First Canadian Place),7.7
50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,8.3
506db1a9e4b0a3f3b31412f0,Richmond Station,9.0
4ae7199ff964a52068a821e3,Bymark,7.7
4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,8.7
5214e7c111d2a83379eae21f,The Chase,8.0
4ad4c060f964a5207cf720e3,John & Sons Oyster House,7.9
4b0f3cd2f964a520b66023e3,Biff's Bistro,7.8
4ad4c05cf964a52006f620e3,Victoria's Restaurant,7.8
5b5bca904aa3f8002c97f85d,Fresh On Front,8.5
50b7c53616485cd9efad60d5,Sukhothai,8.4
4b56a44ff964a5206e1728e3,The Keg Steakhouse + Bar - Esplanade,8.5
595e825350a6f05c631431b0,Buster's Sea Cove,7.3
4d3997e1687ca35dbd0081c4,The Gabardine,7.7
4b49183ff964a520a46526e3,Terroni,8.3
5aff06ca6e4650002cc6286b,Rosalinda,8.6
50468014e4b01c18bb731df8,Bosk at Shangri-La,8.5
5a6bad222632ec473853718a,Tachi,7.8
57d0a3fb498e0fb29e892eed,Leña,7.8
4ad4c060f964a52057f720e3,Jump,7.1
4bd5ba4c637ba593dcddf670,Bardi's Steak House,7.6
4ba90db8f964a5203f073ae3,Sweet Lulu,7.4
4c1417c182a3c9b676b9fcf8,Portico,7.9
4b999927f964a5207c8635e3,NAMI,7.9
5632426a498e0433cad5aa04,Ruby Thai (First Canadian Place),7.1
50bd1248e4b0382138bdd292,iQ Food Co,7.1
51a15add498e3fa3478d2d9c,Woods Restaurant & Bar,7.7
4bbe0c134e069c745a829fe3,Metropolitan Resto Bar,7.3
4b1169f6f964a520177c23e3,Baldini,8.0
4afef85ff964a5204a3222e3,Reliable Halibut and Chips,7.5
53c4629f498ef9114ca25be3,braised,7.5
5ba55b9ae0c0c9002c29d056,EAT BKK Thai Kitchen,7.4
519d414a498e6cc21f677ff4,Tabule,8.4
53aa1f88498e13bffd98b62e,eastside social,7.4
57812342cd10afc6f76161db,Barrio Cerveceria,6.9
529921fa11d2ec80b7868277,Brooklyn Tavern,7.3
4c054753f56c2d7f6d6a1f66,Nikko Sushi Japenese Restaurant,
540f2951498e7516839a7126,nodo,8.9
50c2b419e4b0778555038b27,Playa Cabana Cantina,7.7
58e97ddc3cccc6401e71f681,Isaan Der,7.7
4c0d82f17189c9289124d7b6,Silk,6.9
4c3355e4213c2d7fe9bd365d,ROUX,6.7
588294c39c439d0a27702402,A&W,6.5
4d767b57d6688cfa8c1f1e15,La Revolucion,6.0
515f21e5e4b03c1e772c36c7,Sushi Shop,7.5
5738efd3498ef5d2444c477e,Tio's Urban Mexican,7.3
4aec79e5f964a5209fc721e3,C'est Bon,6.7
5d3000908fe07d00081e8b8b,A&W,6.6
4c62c59ce1621b8dd0332453,Roti Cuisine of India,8.5
5c5f10e4bf7dde002cef8172,Fet Zun,7.7
52348da911d2fa119be56f12,La Cubana,8.6
4ad8fc3df964a520c31621e3,Inter Steer,8.3
4b64d1c9f964a52096d22ae3,Domani Restaurant & Wine Bar,7.9
57d70b96498ef633abfa4e72,Cider House,7.9
5169d445e4b07de190b5c3d6,Marigold Indian Bistro,8.0
4b939d18f964a520454a34e3,Zee Grill,7.6
4bd4b2546798ef3bb235628d,Florentia Ristorante,7.5
4b258fcef964a520d37324e3,Sakae Sushi,7.3
4b71edddf964a520cb642de3,Positano,7.2
4dcda6b7e4cd130e16534f51,Thai Spicy House,7.1
4da5f6cef7b16ce044af5212,Hokkaido Sushi,7.3
4b13f568f964a520f29a23e3,souvlaki express,6.6
58a881442520ae596a926970,Starving Artist,6.4
5362c366498e602fbe1db395,Yasu,8.6
56eb72e3498eefb98d82274b,Piano Piano,8.2
527d450111d25050de4ea0d8,Rasa,8.9
59319e3ae185f3283a4fc06a,Cafe Cancan,8.1
4b6cbfd2f964a52072512ce3,Akai Sushi,8.1
56b2d44e498e65064938373c,FLOCK Rotisserie + Greens,7.5
59f7bad335811b13a241e498,Gyubee,7.6
4b15aef7f964a52074b223e3,Asa Sushi,7.3
5434a336498e25b50077e07d,Campo,8.3
4b92dbe4f964a5202b2234e3,Yumi Sushi,7.2
4b51f5c2f964a520945d27e3,Falafel World,7.2
4b22d90ff964a520ab4e24e3,Amber European Restaurant,7.1
4bd2e88077b29c74e9838f82,Bloom Restaurant,7.4
580a459338faf1db4438ba33,Goodfellas Wood Oven Pizza,7.2
5824a5305309361c4ad317de,Awai,6.9
4b4a0e9bf964a5202f7926e3,Supper Solved,
50427a03e4b08d9f5931f593,Seven Lives - Tacos y Mariscos,9.0
4aedf32af964a52091d021e3,Golden Patty,8.5
4af45a8af964a52097f121e3,Banh Mi Nguyen Huong,8.4
578fb4ce498ed3b80015a859,Wafels and More,8.4
58a7c100076be13f60d1dff5,Saigon Lotus Restaurant,8.1
56d885cbcd105695600464d1,Torteria San Cosme,8.1
4b119787f964a520188023e3,Dumpling House,8.0
4b2d2ab2f964a52007d024e3,Hibiscus,8.5
587bc580e786b26b0d586aa3,FILM CAFE,8.2
4af1c047f964a520cfe221e3,El Trompo,8.4
5ba1a63c5d891b002c262874,Juicy Dumpling,7.5
4f57af17e4b01cdf1e8bfa45,Kanto,8.5
55820db4498e4abb523622bf,Otto's Berlin Döner,8.6
4ad7e7acf964a520f40f21e3,Urban Herbivore,8.3
4cb79089dd41a35d6a2fd4a0,Greens Vegetarian Restaurant,7.5
4bbfe851461576b02a7d7932,Thai Country Kitchen,7.9
4ae4e982f964a5205d9f21e3,Buddha's Vegetarian,7.6
5176c8aae4b090a07b80071d,Pancho y Emiliano,7.2
503fb59ce4b050691ba405a3,Gushi,7.4
4ddbe8697d8b771c0b09b885,Dim Sum King Seafood Restaurant,7.3
50e6282de4b026ac78e0ee70,Pho Tien,5.8
52acedc011d2bf5586251c3c,Union Social Eatery,7.8
4be349d763609c7439e11bff,Daeco Sushi,7.4
5a119e738a6f175e860cac17,Mary Be Kitchen,7.5
4ae9c951f964a5206bb621e3,Sprout,6.1
5b5bca904aa3f8002c97f85d,Fresh On Front,8.5
4b56a44ff964a5206e1728e3,The Keg Steakhouse + Bar - Esplanade,8.5
50b7c53616485cd9efad60d5,Sukhothai,8.4
4b0f3cd2f964a520b66023e3,Biff's Bistro,7.8
54593679498e9c3b842c216d,Loaded Pierogi,7.5
534effeb498e6464d5c4885c,Market Street Catch,8.1
50fd7b1b582f9d035e57a426,The Works Gourmet Burger Bistro,7.7
5a4fdf56772fbc5e9fa73c7f,Chotto Matte,7.9
4b86b209f964a520cf9631e3,Buster's Sea Cove,7.9
4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,8.0
4ad4c05cf964a52006f620e3,Victoria's Restaurant,7.8
51a15add498e3fa3478d2d9c,Woods Restaurant & Bar,7.7
4cb1169939458cfab0c908a0,Carisma,7.6
4b999927f964a5207c8635e3,NAMI,7.9
595e825350a6f05c631431b0,Buster's Sea Cove,7.3
4b9137f3f964a520e2aa33e3,European Delight,7.3
4b2d7d0ff964a520b5d724e3,Mirto,7.6
4ad4c060f964a52057f720e3,Jump,7.1
50bd1248e4b0382138bdd292,iQ Food Co,7.1
4bbe0c134e069c745a829fe3,Metropolitan Resto Bar,7.3
4ada4b1ef964a520022121e3,The Old Spaghetti Factory,6.6
4b3d5882f964a520d29225e3,Oyshi Sushi,7.0
50cc21c37ab4d9c0594b6994,Kingyo Toronto,8.7
4c8c21fdf0ce236ab28e15ef,Butter Chicken Factory,8.3
5412007d498e1e2d959ac35e,Murgatroid,8.3
4e4e7aa06365e1419d021044,F'Amelia,8.3
553c2ae7498e53f7c3086919,Kanpai Snack Bar,8.0
4b17c9f5f964a5202fc823e3,Mr. Jerk,8.3
4ad4c05ff964a5202df720e3,The Pear Tree,7.2
5240dfbc11d213427c8ec7d5,Hey Lucy,7.2
5532f36f498e09dc3233709d,Thai Room - Carlton,7.1
4bca992068f976b017d35f83,China Gourmet,6.1
4b7b268cf964a52061542fe3,Tender Trap Restaurant,
5887c1fae18e652451270eb7,El Charro,
4ad4c05df964a52059f620e3,Canoe,8.6
4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,8.7
50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,8.3
55fc571f498ec35023360858,Cactus Club Cafe,7.9
50468014e4b01c18bb731df8,Bosk at Shangri-La,8.5
5aff06ca6e4650002cc6286b,Rosalinda,8.6
50e44770e4b0e03a48c0d8a8,Kupfert & Kim (First Canadian Place),7.7
4ad4c060f964a5207cf720e3,John & Sons Oyster House,7.9
4ae7199ff964a52068a821e3,Bymark,7.7
4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,8.0
5a6bad222632ec473853718a,Tachi,7.8
506db1a9e4b0a3f3b31412f0,Richmond Station,9.0
4e048b98315168be7fd7ee4d,Estiatorio Volos,7.8
4bd5ba4c637ba593dcddf670,Bardi's Steak House,7.6
5214e7c111d2a83379eae21f,The Chase,8.0
4d3997e1687ca35dbd0081c4,The Gabardine,7.7
5a4fdf56772fbc5e9fa73c7f,Chotto Matte,7.9
506a3830e4b0677a1f9d8eda,Ninki Izakaya,7.6
5321f4d9e4b07946702e6e08,Byblos Toronto,9.0
4ba90db8f964a5203f073ae3,Sweet Lulu,7.4
509bb871e4b09c7ac93f6642,JaBistro,8.6
5b1a76586f0aa2002c5d9a0c,Kojin,7.6
4afa1f33f964a520e91622e3,Fune Japanese Restaurant,7.6
595e825350a6f05c631431b0,Buster's Sea Cove,7.3
4b8d5856f964a520f4f532e3,Noodle King,7.7
4b50d070f964a5206d3327e3,Thai Island,7.1
52ec621e498ec68fa15ee922,Copacabana Grilled Brazilian,8.1
5632426a498e0433cad5aa04,Ruby Thai (First Canadian Place),7.1
57d0a3fb498e0fb29e892eed,Leña,7.8
5bd2379cbcbf7a0039a2d7b9,Storm Crow Manor,8.9
4caf69ae9b34199c9a2ab763,Fabarnak,8.3
534c20fa498ee7bc010834ce,Sansotei Ramen 三草亭,8.2
4fb593c0e4b05a76e2ab2951,Como En Casa,8.2
4afca145f964a5208e2422e3,Tokyo Sushi,8.2
4a72360ef964a52098da1fe3,Ethiopian House,7.6
4bedf8b5e24d20a17b567214,Kothur Indian Cuisine,8.0
4bdcc9cf462b2d7f1f65113c,Wish,8.2
4c193c77838020a1e768e561,Kawa Sushi,7.7
4e52a293483bf6d4ed3a4665,Wow! Sushi,8.1
4af36863f964a52053ed21e3,Ginger,7.3
5a1f102a646e38375b20d8fd,Rolltation,8.0
4ae787b9f964a52020ac21e3,Tokyo Kitchen,7.5
4bf46b5c94af2d7f86953a72,The Blake House,7.9
59c54d4f2d2fd97564d4cfc8,Onnki Donburi,7.6
51644249e4b0adc5d22d0257,The Salad House,7.6
4c792e4981bca093af5efc14,Crown Princess Fine Dining 伯爵名宴,7.3
527beeb211d295bc9cbfb692,Ritz Caribbean Food,7.6
5acd155ea879216dfece538d,Constantine,7.2
5a8205e33e67416e2bd13fb9,Naan & Kabob,7.3
4ae09a2af964a520d58021e3,O. Noir,7.0
4c531b60a724e21e029e3af4,Kokoni Izakaya,6.6
590d735f6eda0206a58dbfd5,A&W,6.4
4af0b965f964a52094de21e3,Asahi Sushi,6.3
58659c5703e29a1f502e034c,The Green Wood,7.2
4ad9ebdcf964a520e61b21e3,Chick-n-Joy,6.9
4f3ecce6e4b0587016b6f30d,Portugril,6.5
4ccc5aebee23a14370591ea8,Lac Vien Vietnamese Restaurant,7.6
4b0aed06f964a520202a23e3,Island Foods,8.1
4b639286f964a5203c842ae3,Gonoe Sushi,6.8
4fca732be4b07c8e3e198c27,Miyako Sushi Restaurant,6.8
4bdaff7463c5c9b67bcb2568,Sorento Restaurant,7.7
4b6315b6f964a520d6612ae3,Swiss Chalet,7.1
4aec790bf964a5208fc721e3,Memories of Japan,6.8
5686b77338faf7478eb6c6aa,Asian Legend,6.0
52fd7d28498e9164b5ba53a2,Pho 88 發發餐廳,5.9
4b632004f964a520d6642ae3,Congee Star 帝王名粥,5.8
53c95181498ec1d30073384e,The Leaside Pub,7.6
530feb6b498e4958420dc8de,Kintako Japanese Restaurant,7.1
505e36d3e4b00e0d6e496b29,Mucho Burrito Fresh Mexican Grill,5.6
5331a799498e3bfbae4a5a04,Villa Madina,
4b65c410f964a52050fe2ae3,Bagel Plus,7.5
4bc3acbdabf495210a22c493,Orly Restaurant & Grill,7.3
4c9fd84e542b224b3f2701a0,Wakame Sushi,6.5
4d6ee5fa38a588bfbed306e1,China Court,
4daf08e66e81e2dffdd4fe40,Iqbal Kebab & Sweet Centre,7.9
4bed9f2fbac3c9b6ad93fee9,Hakka Garden,6.3
5d30009ce299c90008a9820d,A&W,6.4
5a20351f65cdf8220f0a79f2,Kandahar Kabab,
4b564423f964a520520828e3,Swiss Chalet,5.9
4ae083d4f964a520d47f21e3,Moxie's Classic Grill,7.9
4af5ff72f964a520f6ff21e3,New York Fries - Fairview Mall,7.5
5650fa8e498e405c38a5e6d4,Thai Express,6.3
5952e5ed491be7022cf5d19f,Heart Sushi,6.2
4c8ff7f5de3d236a27d86718,KFC,6.0
4ae1aee0f964a520be8621e3,Spring Rolls,6.0
4c7ab7d6a8683704868a144d,McDonald's,5.9
4c16833b96040f4707f672a5,Bourbon St. Grill,5.9
4bc0aa02b492d13aa198a460,Jimmy The Greek,
4d8a204c7139b1f772dac3d4,Manchu Wok,
4be1b4df8c2bc9b6e4c0420b,Teriyaki Experience,
5a036eaf588e3631c784b5ba,Yoi,
4c8d0dd555fba09324db64ab,Fit For Life,
4b9fe242f964a520614737e3,Carribean Heat,7.3
4bd396d041b9ef3b799c00e6,Sun Star Chinese Cuisine 翠景小炒,6.6
5404d153498ebbc7332f3e4e,Kaga Sushi,
588cf74e5289302f30e711e1,Darbar Persian Grill,7.6
4ffa10f4e4b0956dd65a4aae,Sakura Garden,7.3
50521bc4e4b0252d054ee36b,Drums N Flats,7.2
4bcba746fb84c9b65d5a1f3e,Satay on the Road,7.1
4d796616542ab1f75eb87c41,The Copper Chimney,7.3
54bd9fa8498e72620bb03b45,Francobollo,6.9
4e30609b922e065e29f3a61b,Karbouzi Greek Taverna,6.9
4bc13313f8219c743e18b310,Il Fornaro,6.3
4ad4c05cf964a520cbf520e3,Safari Bar and Grill,6.6
57ccaabc498eeafce8d889e6,2 Brothers shawarma,
5841b760e110955af030954d,El Nahual,
5a02789d0a464d3112a58785,Konjiki Ramen,8.0
5077025ce4b05aefca37d9f9,Wako Sushi + Bar,7.3
5ab5accd6bd36b087487be93,Aburi Room,6.8
4b315d90f964a520840525e3,Ajisen Ramen 味千ラーメン,6.4
537befcc498edb1da559269b,Symposium Cafe Restaurant & Lounge,6.4
4b832e14f964a5200dfc30e3,Wendy’s,6.2
4bb628fbef159c74e18075f7,Shawarma Max,6.4
544ad69a498eeb86b7a4a8d0,Kinton Ramen,6.1
4b4779f0f964a520543326e3,Pho 88 Vietnamese Cuisine,6.1
4b8bffc6f964a52076b732e3,Ichiban Fish House,5.7
5bb92d3ec53093002c1d6a1a,PROJECT:FISH,
